Date,nps,Comment,comment
2/28/2023 15:43,10,Por que es mas practico y ahorras tiempo.,Faster
2/28/2023 16:01,10,RAPIDO,Faster
2/28/2023 16:01,10,RAPIDO,good service
2/28/2023 16:06,10,llo sencillo de la pagina .,good service
2/28/2023 16:06,10,llo sencillo de la pagina .,"It's easy, especially for older people"
2/28/2023 16:17,10,Excelente opcion sigan asi!!,"It's easy, especially for older people"
2/28/2023 16:17,10,Excelente opcion sigan asi!!,GOOD SERVICE
2/28/2023 16:22,10,ES MUY FACIL!,FASTER
2/28/2023 16:22,10,ES MUY FACIL!,GOOD SERVICE
2/28/2023 16:39,0,Dejarla como estaba anteriormente,FASTER
2/28/2023 16:44,8,"No, están claras las instrucciones, solo para hacer modificaciones con cargo, pero se aclara en check-in",It is easy to use I found what I need
2/28/2023 16:45,10,Muy ágil,It is easy to use I found what I need
2/28/2023 16:45,10,Muy ágil,The flights always take off on time thanks to the great organization and agility of the staff
2/28/2023 16:52,10,buen servicio,The flights always take off on time thanks to the great organization and agility of the staff
2/28/2023 16:52,10,buen servicio,The process is very simple
2/28/2023 16:53,10,"Es fácil, sobre todo para personas adultas mayores",The process is very simple
2/28/2023 16:53,10,"Es fácil, sobre todo para personas adultas mayores",but agile
2/28/2023 16:58,10,BUEN SERVICIO,more indications on the buttons
2/28/2023 16:58,10,MUY AGIL,IT'S FAST
2/28/2023 16:58,10,BUEN SERVICIO,IT'S FAST
2/28/2023 16:58,10,MUY AGIL,It's very fast and easy
2/28/2023 17:01,10,es facil de usar enccontre lo que necesito,It's very fast and easy
2/28/2023 17:01,10,es facil de usar enccontre lo que necesito,speed and ease
2/28/2023 17:02,10,Los vuelos siempre despegan a tiempo gracias a la gran organization y agilidad del personal,speed and ease
2/28/2023 17:02,10,Los vuelos siempre despegan a tiempo gracias a la gran organization y agilidad del personal,IT WAS VERY QUICK AND EASY
2/28/2023 17:07,10,Muy sencillo el proceso,IT WAS VERY QUICK AND EASY
2/28/2023 17:07,10,Muy sencillo el proceso,Easy
2/28/2023 17:07,4,mas agil,Easy
2/28/2023 17:19,6,mas indicaciones en los botones,FOR FAST
2/28/2023 17:22,10,ES RAPIDO,Economic
2/28/2023 17:22,10,ES RAPIDO,FOR FAST
2/28/2023 17:23,10,Es muy rápido y fácil,Economic
2/28/2023 17:23,10,Es muy rápido y fácil,For the ease and speed
2/28/2023 17:24,10,Velocidad y facilidad,For the ease and speed
2/28/2023 17:24,10,Velocidad y facilidad,FOR PROMPT AND EASY ACCESSIBILITY ONLINE
2/28/2023 17:31,10,FUE MUY RAPIDO Y FACIL,good service
2/28/2023 17:31,10,FUE MUY RAPIDO Y FACIL,FOR PROMPT AND EASY ACCESSIBILITY ONLINE
2/28/2023 17:32,10,Facil,good service
2/28/2023 17:32,10,Facil,BUT EASY
2/28/2023 17:42,10,POR RAPIDO,very easy to operate
2/28/2023 17:42,10,Economico,very easy to operate
2/28/2023 17:42,10,POR RAPIDO,BUT EASY
2/28/2023 17:42,10,Economico,for the speed
2/28/2023 17:43,10,Por la facilidad y rapidez,for the speed
2/28/2023 17:43,10,Por la facilidad y rapidez,AFFORDABLE
2/28/2023 17:49,10,POR LA ACCESIBILIDAD PRONTA Y F{ACIL EN L{INEA,AFFORDABLE
2/28/2023 17:49,10,buen servicio,I couldn't do CkeckIN of a passenger
2/28/2023 17:49,10,POR LA ACCESIBILIDAD PRONTA Y F{ACIL EN L{INEA,For the speed on the site.
2/28/2023 17:49,10,buen servicio,For the speed on the site.
2/28/2023 17:51,10,MAS FACIL,great
2/28/2023 17:51,10,Muy fácil de operar,great
2/28/2023 17:51,10,Muy fácil de operar,good online service
2/28/2023 17:51,10,MAS FACIL,good online service
2/28/2023 17:56,10,Por la rapidez,IT'S EASY AND FAST
2/28/2023 17:56,10,Por la rapidez,IT'S EASY AND FAST
2/28/2023 17:57,9,barato,for the speed
2/28/2023 17:57,9,barato,for the speed
2/28/2023 17:59,5,no pude hacer CkeckIN de un pasajero,Accessible prices and especially the direct routes that they drive.
2/28/2023 18:01,10,Por la rapidez en el sitio.,Accessible prices and especially the direct routes that they drive.
2/28/2023 18:01,10,Por la rapidez en el sitio.,Make the check-in procedure more direct
2/28/2023 18:02,10,excelente,because the service is practical
2/28/2023 18:02,10,excelente,because the service is practical
2/28/2023 18:06,10,buen servicio en linea,practicality
2/28/2023 18:06,10,buen servicio en linea,practicality
2/28/2023 18:14,9,ES FACIL Y RAPIDO,HH
2/28/2023 18:14,9,ES FACIL Y RAPIDO,HH
2/28/2023 18:14,9,por la rapidez,It is an easy tool to use and shortens the time for the trip
2/28/2023 18:14,9,por la rapidez,It is an easy tool to use and shortens the time for the trip
2/28/2023 18:17,9,Precios accesibles y sobre todo las rutas directas que manejan.,efficiency
2/28/2023 18:17,9,Precios accesibles y sobre todo las rutas directas que manejan.,efficiency
2/28/2023 18:32,8,Que sea mas directo el procedimiento para el check in,to expedite the approach
2/28/2023 18:43,10,por ser practico el servicio,to expedite the approach
2/28/2023 18:43,10,por ser practico el servicio,by raffles
2/28/2023 18:45,9,Practicidad,by raffles
2/28/2023 18:45,9,Practicidad,very good service
2/28/2023 19:02,10,HH,very good service
2/28/2023 19:02,10,HH,it was quick and easy
2/28/2023 19:04,10,Es una herramienta facil de utilizar y acorta el tiempo para el viaje,it was quick and easy
2/28/2023 19:04,10,Es una herramienta facil de utilizar y acorta el tiempo para el viaje,IT IS EASY
2/28/2023 19:07,10,eficiencia,IT IS EASY
2/28/2023 19:07,10,eficiencia,ok
2/28/2023 19:12,10,para agilizar el abordaje,ok
2/28/2023 19:12,10,para agilizar el abordaje,price management
2/28/2023 19:16,10,por rifados,QUICK
2/28/2023 19:16,10,por rifados,QUICK
2/28/2023 19:23,10,muy buen servicio,OK
2/28/2023 19:23,10,muy buen servicio,OK
2/28/2023 19:27,10,fue rapido y sencillo,Ease and speed
2/28/2023 19:27,10,fue rapido y sencillo,Ease and speed
2/28/2023 19:29,10,ES FACIL,because it is very accessible
2/28/2023 19:29,10,ES FACIL,because it is very accessible
2/28/2023 19:42,10,OKKK,It's fast
2/28/2023 19:42,10,OKKK,it's fast
2/28/2023 19:43,7,Manejo de precios,It's fast
2/28/2023 19:45,10,RAPIDO,it's fast
2/28/2023 19:45,10,RAPIDO,"EASY, FAST, CLEAR"
2/28/2023 19:52,10,OK,"I love that they are practical, tidy and their months without interest"
2/28/2023 19:52,10,OK,Mexico and its surroundings
2/28/2023 19:54,9,Facilidad y rapidez,BECAUSE IT IS VERY EASY TO MANAGE YOUR SYSTEM
2/28/2023 19:54,9,Facilidad y rapidez,affordable prices
2/28/2023 19:55,10,porque es muy accesble,QUICK
2/28/2023 19:55,10,porque es muy accesble,it is fast and efficient.
2/28/2023 19:59,10,Es ràpido,it is better than its app on the phone
2/28/2023 19:59,10,es rapido,
2/28/2023 19:59,10,Es ràpido,accessible
2/28/2023 19:59,10,es rapido,It's very fast
2/28/2023 1:09,10,"FACIL, RAPIDO , CLARO",it seems very easy
2/28/2023 1:12,10,"me encanta que son prácticos, ordenados y sus meses sin intereses",It's fast
2/28/2023 1:14,10,mexico y sus alrededores,It was very fast
2/28/2023 1:15,10,PORQUE S MUY FACIL DE MANEJAR SU SISTEMA,Easy to use
2/28/2023 1:18,9,Precios accecibles,works as a reminder
2/28/2023 1:33,10,RAPIDO,GOOD SERVICE
2/28/2023 1:35,10,es rápido y eficiente.,GOOD SERVICE
2/28/2023 1:40,10,es mejor que su app en el teléfono,works as a reminder
2/28/2023 1:41,10,.,IT'S FAST
2/28/2023 1:46,10,accesible,IT'S FAST
2/28/2023 1:47,10,Es muy rápido,it is very efficient
2/28/2023 1:51,10,parece muy facil,it is very efficient
2/28/2023 1:52,10,Es rapido,"Because it makes the process easier, thank you."
2/28/2023 1:55,10,Fue muy rápido,"Because it makes the process easier, thank you."
2/28/2023 1:59,10,Fácil de usar,Let there be fewer cancellations and schedule changes. And that they can answer phones despite the hour and especially if they know that there have been flight cancellations.
2/28/2023 20:04,10,funciona como recordatorio,"Easy, fast and simple to check-in"
2/28/2023 20:04,9,BUEN SERVICIO,"Easy, fast and simple to check-in"
2/28/2023 20:04,9,BUEN SERVICIO,Efficiency
2/28/2023 20:04,10,funciona como recordatorio,Efficiency
2/28/2023 20:08,10,ES RÁPIDO,IT'S QUICK AND EASY
2/28/2023 20:08,10,ES RÁPIDO,IT'S QUICK AND EASY
2/28/2023 20:15,10,es muy eficiente,fast reservation
2/28/2023 20:15,10,es muy eficiente,All very practical.
2/28/2023 20:18,9,"Por que facilita el trámite, gracias.",fast reservation
2/28/2023 20:18,9,"Por que facilita el trámite, gracias.",All very practical.
2/28/2023 20:18,8,Que haya menos cancelaciones y cambios de horarios. Y que puedan contestar teléfonos a pesar de la hora y sobre todo si saben que hubo cancelaciones de vuelos.,kindness
2/28/2023 20:28,10,"Fácil, rápido y sencillo realizar el check-in",kindness
2/28/2023 20:28,10,"Fácil, rápido y sencillo realizar el check-in",very complicated
2/28/2023 20:38,10,Eficiencia,fast service
2/28/2023 20:38,10,Eficiencia,fast service
2/28/2023 20:46,9,ES RAPIDO Y SENCILLO,It is easy
2/28/2023 20:46,9,ES RAPIDO Y SENCILLO,It is easy
2/28/2023 20:51,10,rapida reservación,for fast
2/28/2023 20:51,10,Todo muy práctico.,for fast
2/28/2023 20:51,10,rapida reservación,it is very simple and clear
2/28/2023 20:51,10,Todo muy práctico.,very kind
2/28/2023 21:02,10,amabilidad,very kind
2/28/2023 21:02,10,amabilidad,it is very simple and clear
2/28/2023 21:08,0,muy complicado,Very clear information and friendly interface
2/28/2023 21:14,10,rapido servicio,Very clear information and friendly interface
2/28/2023 21:14,10,rapido servicio,BY THE EASE
2/28/2023 21:18,10,Es fácil,BY THE EASE
2/28/2023 21:18,10,Es fácil,because it is very simple and fast
2/28/2023 21:34,10,por rapido,because it is very simple and fast
2/28/2023 21:34,10,por rapido,VERY GOOD SERVICE
2/28/2023 21:34,10,es muy  sencillo y claro,VERY GOOD SERVICE
2/28/2023 21:34,10,muy amables,VERY GOOD COMPANY TO PLAN FAMILY TRIPS
2/28/2023 21:34,10,muy amables,VERY GOOD COMPANY TO PLAN FAMILY TRIPS
2/28/2023 21:34,10,es muy  sencillo y claro,understandable
2/28/2023 21:37,10,Información muy clara e interfaz amigable,understandable
2/28/2023 21:37,10,Información muy clara e interfaz amigable,very fast and clear
2/28/2023 21:45,9,POR LA FACILIDAD,very fast and clear
2/28/2023 21:45,9,POR LA FACILIDAD,for the speed
2/28/2023 21:46,10,porque es muy sencillo y rapido,for the speed
2/28/2023 21:46,10,porque es muy sencillo y rapido,easy
2/28/2023 21:54,10,MUY BUEN SERVICIO,easy
2/28/2023 21:54,10,MUY BUEN SERVICIO,It's simple
2/28/2023 21:56,10,MUY BUENA EMPRESA PARA PLANEAR VIAJES FAMILIARES,It's simple
2/28/2023 21:56,10,MUY BUENA EMPRESA PARA PLANEAR VIAJES FAMILIARES,mjuy facil
2/28/2023 21:58,9,entendible,mjuy facil
2/28/2023 21:58,9,entendible,THEY ARE A SHIT OF SERVICE
2/28/2023 22:02,10,muy rapido y claro,It was fast
2/28/2023 22:02,10,muy rapido y claro,It was fast
2/28/2023 22:05,10,por la rapidez,For ease of the page
2/28/2023 22:05,10,por la rapidez,For ease of the page
2/28/2023 22:08,10,facil,Very good
2/28/2023 22:08,10,facil,Very good
2/28/2023 22:14,10,Es sencillo,The page is very friendly.
2/28/2023 22:14,10,Es sencillo,The page is very friendly.
2/28/2023 22:17,10,mjuy facil,very good
2/28/2023 22:17,10,mjuy facil,very good
2/28/2023 22:24,0,SON UNA MIERDA DE SERVICIO,speed
2/28/2023 22:31,10,fue rapido,speed
2/28/2023 22:31,10,fue rapido,speed
2/28/2023 22:31,10,Por facilidad de la pagina,speed
2/28/2023 22:31,10,Por facilidad de la pagina,effective
2/28/2023 22:33,10,Muy bien,"PRICE, EASY TO BUY ONLINE"
2/28/2023 22:33,10,Muy bien,effective
2/28/2023 22:34,10,La página es muy amigable.,"PRICE, EASY TO BUY ONLINE"
2/28/2023 22:34,10,La página es muy amigable.,It is fast and agile.
2/28/2023 22:44,10,muy good,It is fast and agile.
2/28/2023 22:44,10,muy good,save time
2/28/2023 22:48,10,rapidez,save time
2/28/2023 22:48,10,rapidez,ease
2/28/2023 22:50,10,rapidez,ease
2/28/2023 22:50,10,rapidez,"It is fast and very practical, excellent."
2/28/2023 22:53,10,eficaz,"It is fast and very practical, excellent."
2/28/2023 22:53,10,"PRECIO, FACILIDAD PARA COMPRAR EN LINEA",EASE AND SPEED
2/28/2023 22:53,10,eficaz,EASE AND SPEED
2/28/2023 22:53,10,"PRECIO, FACILIDAD PARA COMPRAR EN LINEA",todo chido
2/28/2023 22:58,10,Es rápido y ágil.,super fast and make the process easy
2/28/2023 22:58,10,Es rápido y ágil.,todo chido
2/28/2023 23:03,10,ahorra tiempo,super fast and make the process easy
2/28/2023 23:03,10,ahorra tiempo,excellent
2/28/2023 23:08,9,facilidad,excellent
2/28/2023 23:08,9,facilidad,ALL GOOD
2/28/2023 23:11,10,"es rápido y muy práctico, excelente.",ALL GOOD
2/28/2023 23:11,10,"es rápido y muy práctico, excelente.",fewer steps to check in
2/28/2023 23:16,10,FACILIDAD Y RAPIDEZ,It's a little confusing
2/28/2023 23:16,10,FACILIDAD Y RAPIDEZ,Of course
2/28/2023 23:24,10,todo chido,Of course
2/28/2023 23:24,10,super rápido y te facilitan el proceso,It's not understood
2/28/2023 23:24,10,todo chido,very good
2/28/2023 23:24,10,super rápido y te facilitan el proceso,very good
2/28/2023 23:26,10,excelentes,IT'S A LITTLE CONFUSING
2/28/2023 23:26,10,excelentes,For easy to perform
2/28/2023 23:26,10,TODO BIEN,GREAT
2/28/2023 23:26,10,TODO BIEN,very easy
2/28/2023 23:30,8,menor numero de pasos para check in,Very fast!!!
2/28/2023 23:31,8,Es un poco confuso,QUICK PURCHASE AND GOOD PRICES
2/28/2023 23:35,10,claro,great
2/28/2023 23:35,10,claro,good service
2/28/2023 23:43,6,No se entiende,
2/28/2023 23:47,10,muy bueno,Ease
2/28/2023 23:47,10,muy bueno,Why are they cheap?
2/28/2023 23:58,8,ES UN POCO CONFUSO,GOOD ATTENTION AND FAST
2/28/2023 2:03,10,Por facil de realizar,attention flights
2/28/2023 2:08,10,EXCELENTE,"FOR THE FACILITIES YOU OFFER US, THANK YOU"
2/28/2023 2:11,10,muy fácil,efficiency
2/28/2023 2:32,10,Muy rápido!!!,VERY FRIENDLY HANDLING
2/28/2023 2:51,10,RAPIDA COMPRA Y BUENOS PRECIOS,They are the best
2/28/2023 3:01,10,excelente,cash
2/28/2023 3:44,9,buen servicio,SPEED
2/28/2023 3:47,9,.,OK
2/28/2023 4:02,10,Facilidad,is the popular
2/28/2023 4:04,10,Por que son económicos,is the popular
2/28/2023 4:05,10,BUENA ATENCION Y RAPIDEZ,Friendly and easy to use page
2/28/2023 4:25,10,atencion vuelos,Friendly and easy to use page
2/28/2023 4:50,10,"POR LAS FACILIDADES QUE NOS OFRECEN, GRACIAS",THE SHELL OF YOUR MOTHER LIVE AEROBUS.
2/28/2023 5:02,10,eficiencia,How convenient that when I want to change something for a lower price it always tells me an error and the phone is not answered sons of bitches
2/28/2023 5:03,10,MUY AMIGABLE EL MANEJO,I LOVE THEM
2/28/2023 5:19,10,Son los mejores,I LOVE THEM
2/28/2023 5:25,10,efectivo,SPEED
2/28/2023 5:27,10,RAPIDEZ,Very friendly
2/28/2023 5:34,10,OK,because it is very simple
2/28/2023 6:15,9,Es las popular,AND
2/28/2023 6:15,9,Es las popular,AND
2/28/2023 7:12,10,Página Amigable y fácil de utilizar,precio
2/28/2023 7:12,10,Página Amigable y fácil de utilizar,IT'S FAST
2/28/2023 7:19,0,LA CONCHA DE TU MADRE VIVA AEROBUS.que conveniente que cuando quiero cambiar algo por un precio menor me dice error siempre y el telefono no lo atienden hijos de puta,SPEED AND SECURITY
2/28/2023 7:24,10,ME ENCANTAN,GOOD
2/28/2023 7:24,10,ME ENCANTAN,
2/3/2023 0:05,10,RAPIDEZ,EASY STEPS TO FOLLOW.
2/3/2023 0:10,9,Muy amigable,Excellent service and fast.
2/3/2023 0:18,10,porque está muy sencillo,"the first time he rejected me but he didn't say the reason, he should say why. In the end it was because I needed to upload the passport numbers"
2/3/2023 0:22,10,SI,good service
2/3/2023 0:32,10,SI,very fast and intuitive process
2/3/2023 0:36,10,precio,ALL GOOD
2/3/2023 0:36,10,ES RAPIDO,FOR RAPIDITY
2/3/2023 0:38,10,RAPIDEZ Y SEGURIDAD,EXCELLENT SERVICE AND GIVES ME SECURITY
2/3/2023 0:44,10,bien,very easy to use
2/3/2023 0:52,10,:),AGILE
2/3/2023 10:57,10,PASOS FACILES DE SEGUIR.,PRACTICAL
2/3/2023 11:37,10,Excelente servicio y rápido.,"excellent costs, very intuitive and simple app"
2/3/2023 13:24,9,"la primera vez me rechazó pero no dijo la razón, debería decir por qué.  Al final era porque necesitaba cargar los nros de pasaporte",fast and easy
2/3/2023 13:31,10,buen servicio,very easy and fast
2/3/2023 13:58,10,proceso muy rapido eintuitivo,It's easy and fast.
2/3/2023 14:07,9,TODO BIEN,simple
2/3/2023 14:10,10,POR RAPIDEZ,excellent service
2/3/2023 14:23,10,EXCELENTE SERVICIO Y ME BRINDA SEGURIDAD,ra´pido
2/3/2023 14:33,10,Muy facil de usar,Greetings!
2/3/2023 14:49,10,AGIL,very easy
2/3/2023 14:49,10,PRÁCTICO,I have had a good experience
2/3/2023 14:50,10,"excelentes costos, app muy intuitiva y sencilla",It is very user-friendly!
2/3/2023 14:51,10,rapida y facil,fast and easy
2/3/2023 14:52,10,Muy fácil y rápido,efficient
2/3/2023 15:04,9,Es fácil y rápido.,easy and fast to make reservations
2/3/2023 15:14,10,simple,precio
2/3/2023 15:17,10,excelente servicio,Great attention
2/3/2023 15:21,10,ra´pido,AGILE AND FAST
2/3/2023 15:27,10,Saludos!,Faster
2/3/2023 15:29,10,muy facil,
2/3/2023 15:29,9,He tenido buena experiencia,you save time thanks
2/3/2023 15:46,10,Es muy user-friendly!,it is very intuitive and easy
2/3/2023 15:55,9,facil y rapido,efficient
2/3/2023 15:58,10,eficiente,FAST AND EASY
2/3/2023 16:00,10,facil y rapido para hacer las reservaciones,
2/3/2023 16:03,10,precio,I liked
2/3/2023 16:06,10,Gran atencion,FAST AND PRACTICAL
2/3/2023 16:09,10,AGIL Y RAPIDA,FAST SERVICE
2/3/2023 16:14,10,Muy ágil,Excellent service
2/3/2023 16:17,10,te ahorras tiempo gracias,easy and accessible
2/3/2023 16:17,10,.,fast and easy
2/3/2023 16:25,10,es muy intuitivo y fácil,all good with viva as always
2/3/2023 16:30,10,eficientes,simplifies activities
2/3/2023 16:31,10,FACIL Y RAPIDO,no problem so far
2/3/2023 16:32,10,,very practical
2/3/2023 16:36,10,.,It is a very easy process to do.
2/3/2023 16:39,9,me gusto,It's excellent
2/3/2023 17:01,9,LO RAPIDO Y PRACTICO,The page is easy to use.
2/3/2023 17:01,10,SERVICIO RAPIDO,great
2/3/2023 17:05,10,Excelente servicio,Very useful
2/3/2023 17:07,10,Facil y accesible,Fast
2/3/2023 17:12,10,facil y rapido,It's fast
2/3/2023 17:24,10,simplifica las actividades,genial
2/3/2023 17:24,10,todo bien con viva como siempre,ME <3 LONG LIVE AEROBUS XD
2/3/2023 17:31,10,Ningun problema hasta el momento,good service
2/3/2023 17:37,10,mut práctico,it's fast
2/3/2023 17:49,10,Es un proceso muy fácil de hacer,SIMPLE
2/3/2023 17:50,10,Es excelente,Easy to do
2/3/2023 17:52,10,Es sencilla de utilizar la pagina,great
2/3/2023 17:54,10,excelente,good
2/3/2023 18:10,9,Muy util,FAST AND INTUITIVE
2/3/2023 18:27,10,Rápido,"Because it's fast, you save time and it's safe :D"
2/3/2023 18:32,10,Es rápido,The process is very simple
2/3/2023 18:34,10,genial,
2/3/2023 18:41,10,YO <3 VIVA AEROBUS XD,It is easy...
2/3/2023 18:41,10,buen servicio,VERY GOOD
2/3/2023 18:41,10,es rápido,simple and fast
2/3/2023 18:46,9,SENCILLO,TOO MANY STEPS
2/3/2023 18:54,9,Fácil de hacer,good service
2/3/2023 19:01,10,excelente,"SUPER EASY, GOOD EXPLANATION"
2/3/2023 19:03,10,good,FOR THE VARIETY OF SERVICES
2/3/2023 19:12,10,RAPIDO E INTUITIVO,THE PROCESS IS EASY AND FRIENDLY
2/3/2023 19:12,10,"Porque es rapido , ahorras tiempo y es seguro :D",for the good experiences I've had
2/3/2023 19:25,10,Muy sencillo el proceso,NO TIME IS WASTED
2/3/2023 19:26,10,.,SIMPLE
2/3/2023 19:34,10,Es fácil...,IT WORKS VERY WELL
2/3/2023 19:38,10,MUY BUENO,Very easy
2/3/2023 19:41,10,sencillo y rapido,BY EFFICIENT
2/3/2023 19:42,9,buen servicio,IT SEEMS FAST AND SECURE
2/3/2023 19:42,9,DEMASIADOS PASOS,I AM ACCEPTED CHANGES OF ITINERARY ONE DAY BEFORE MY FLIGHT
2/3/2023 19:50,10,"SUPER FACIL, BUENA EXPLICACION",for ease
2/3/2023 19:59,9,POR LA VARIEDAD DE SERVICIOS,JUST BECAUSE
2/3/2023 1:00,10,ES FACIL Y AMIGABLE EL PROCESO,very efficient
2/3/2023 1:08,9,por las experiencias buenas que he tenido,GOOD SERVICE
2/3/2023 1:08,10,NO SE PIERDE TIEMPO,IT'S VERY FAST
2/3/2023 1:15,10,SENCILLO,GOOD
2/3/2023 1:30,10,FUNCIONA MUY BIEN,so i guarantee my place
2/3/2023 1:37,10,Muy facil,VERY EASY TO USE YOUR PLATFORM
2/3/2023 1:41,10,POR EFICIENTE,He is agile. Thank you.
2/3/2023 1:42,10,ME PARECE RAPIDO Y SEGURO,good service
2/3/2023 1:44,10,ME ASEPTA CAMBIOS DE INTINERARIO UN DIA ANTES DE MI VUELO,it is fast and efficient
2/3/2023 1:44,10,por facilidad,easy
2/3/2023 1:45,10,muy eficientes,The page is very friendly.
2/3/2023 1:45,10,PORQUE SI,they are fast
2/3/2023 1:54,10,BUEN SERVICIO,By the ease
2/3/2023 20:48,10,ES MUY RAPIDO,VERY PRACTICAL
2/3/2023 20:50,9,BIEN,Too easy
2/3/2023 21:03,10,así garantizo mi lugar,Friendly
2/3/2023 21:03,10,MUY FÁCIL DE UTILIZAR SU PLATAFORMA,for fast
2/3/2023 21:13,10,Está ágil. Gracias.,EASE
2/3/2023 21:17,10,buen servicio,IT'S EASY TO USE
2/3/2023 21:28,9,es rápida y eficiente,ease and changes in flights
2/3/2023 21:28,10,facil,ease and price
2/3/2023 21:35,10,La pagina es muy amigable.,Very friendly
2/3/2023 21:41,10,son rapidos,Practical.
2/3/2023 22:08,10,Por la facilidad,Because it is easier to approach
2/3/2023 22:10,10,MUUUY PRACTICO,AGILE
2/3/2023 22:18,10,Es muy fácil,it agile
2/3/2023 22:20,10,Amigable,for good people
2/3/2023 22:30,9,por rápido,ECONOMY
2/3/2023 22:42,9,FACILIDAD,practical and easy
2/3/2023 22:57,10,ES FÁCIL DE USAR,FOR THE GOOD SERVICE
2/3/2023 23:02,10,facilidad y cambios en vuelos,practical
2/3/2023 23:04,9,facilidad y precio,it was easy so far
2/3/2023 23:09,10,Muy amigable,super intuitive the portal
2/3/2023 23:36,10,Práctico.,Because it saves us time.
2/3/2023 23:50,9,Porque es más facil el abordaje,it's good
2/3/2023 2:12,10,AGIL,PRACTICAL
2/3/2023 2:26,10,es agil,OK
2/3/2023 2:35,10,por buena gente,BUENO
2/3/2023 2:41,10,ECONOMIA,timely service
2/3/2023 2:46,10,práctico y fácil,THE PROCESS IS VERY AGILE AND SIMPLE
2/3/2023 3:11,10,POR EL BUEN SERVICIO,it's fast
2/3/2023 3:23,10,fue sencillo hasta ahora,BUENO
2/3/2023 3:23,9,practico,schedules
2/3/2023 3:31,10,super intuitivo el portal,Fast
2/3/2023 3:40,9,Porque nos ahorra tiempo.,GOOD AND FAST SERVICE
2/3/2023 3:59,10,es bueno,It's simple.
2/3/2023 4:00,9,PRÁCTICOS,BECAUSE THEY ARE GOOD :)
2/3/2023 4:23,9,OK,EFFICIENCY
2/3/2023 4:25,9,BUENO,cheap
2/3/2023 4:35,10,servicio oportuno,VERY EASY TO MAKE
2/3/2023 4:37,10,ES MUY AGIL Y SENCILLO EL TRAMITE,everything is great
2/3/2023 4:45,10,BUENO,easy
2/3/2023 4:45,10,es rapido,speed
2/3/2023 4:46,10,horarios,because they help us to organize our luggage before arriving at the airport
2/3/2023 4:48,10,Rápido,THE PLATFORM IS VERY FRIENDLY
2/3/2023 4:51,10,BUEN SERVICIO Y RAPIDO,for their prices
2/3/2023 5:21,10,Es sencillo.,Efficient and fast!
2/3/2023 5:30,9,PORQUE SON BUENOS :),very good
2/3/2023 5:46,10,EFICIENCIA,quick
2/3/2023 5:50,9,baratos,It is the app is the friendliest
2/3/2023 6:04,10,MUY FACIL DE REALIZAR,FAST AND EASY
2/3/2023 6:05,10,todo genial,very trustful
2/3/2023 6:18,10,Facilida,has many commercials and steps to follow
2/3/2023 6:58,10,rapidez,QUICK
2/3/2023 7:15,9,por que nos ayudan a podr organizar nuestro equipaje antes de llegar al aeropuerto,PRACTICAL
2/4/2023 0:01,9,MUY AMIGABLE LA PLATAFORMA,accessible
2/4/2023 0:04,9,por sus precios,Very friendly and very friendly system...
2/4/2023 0:16,10,Eficiente y rapido!,speed
2/4/2023 0:22,9,muy bien,IT'S SIMPLE
2/4/2023 0:33,10,rapido,VERY PRACTICAL
2/4/2023 0:57,10,es la app es la mas amistosa,SUPER AGILE!!
2/4/2023 10:04,10,FACIL Y RAPIDO,VERY EASY
2/4/2023 14:00,10,muy confiable,the simplicity of the page
2/4/2023 14:11,9,tiene muchos comerciales y pasos a seguir,They offer excellent service
2/4/2023 14:39,10,RAPIDO,very good
2/4/2023 15:05,9,PRACTICO,For the agility of the process.
2/4/2023 15:07,10,accesible,bueno
2/4/2023 15:18,10,Muy amables y sistema muy amigable...,Excellent technological process. I wish that my entire flight continues like this. thank you
2/4/2023 15:22,10,rapidez,for easy
2/4/2023 15:44,10,ES SENCILLO,It's easy and fast.
2/4/2023 16:02,10,MUY PRACTICA,x
2/4/2023 16:03,10,SUPER AGIL!!,"Because they are attentive, cordial, friendly and they solved my problem. Thank you so much"
2/4/2023 16:06,10,MUY FACIL,fast and easy
2/4/2023 16:39,10,lo sencillo de la pagina,It's fast :)
2/4/2023 16:46,10,Ofrecen un excelente servicio,GOOD PRICE AND PUNCTUALITY
2/4/2023 16:53,10,mu buenos,by friendly website
2/4/2023 17:16,9,Por la agilidad del proceso.,service and economic
2/4/2023 17:29,9,bueno,are they efficient?
2/4/2023 17:57,10,excelente proceso tecnológico deseo que así siga todo mi vuelo. gracias,Very clear
2/4/2023 18:08,10,por facil,excellent service
2/4/2023 18:14,10,Es fácil y rápido.,EXCELLENT
2/4/2023 18:19,9,x,IT IS EASY
2/4/2023 18:39,10,"Porque son atentos, cordiales, amables  y solucionaron mi problema. Muchas gracias",THEY HAVE ALWAYS BEEN VERY PROFESSIONAL
2/4/2023 18:45,10,fácil y rápido,I LIKE
2/4/2023 18:51,9,Es rápido :),efficient
2/4/2023 19:00,10,BUEN PRECIO Y PUNTUALIDAD,very fast everything
2/4/2023 19:05,10,por pagina web amigable,good prices and best service
2/4/2023 19:10,9,servicio y económico,RELIABLE
2/4/2023 19:20,10,son eficientes?,Excellent Service!!!!!
2/4/2023 19:30,9,Muy clara,good online service
2/4/2023 19:41,10,excelente servicio,
2/4/2023 19:44,10,EXELENTE,IT'S FAST
2/4/2023 1:00,10,ES FACIL,FAST AND EASY
